Areaname,STCOU,Area_sqmi_2010
"Deuel, NE",31049,439.85
"Dixon, NE",31051,476.23
"Dodge, NE",31053,528.71
"Douglas, NE",31055,328.46
"Dundy, NE",31057,919.68
"Fillmore, NE",31059,575.37
"Franklin, NE",31061,575.82
"Frontier, NE",31063,974.59
"Furnas, NE",31065,719.13
"Gage, NE",31067,851.49
"Garden, NE",31069,1704.28
"Garfield, NE",31071,569.79
"Gosper, NE",31073,458.16
"Grant, NE",31075,776.22
"Greeley, NE",31077,569.81
"Hall, NE",31079,546.29
"Hamilton, NE",31081,542.88
"Harlan, NE",31083,553.47
"Hayes, NE",31085,713.06
"Hitchcock, NE",31087,709.94
"Holt, NE",31089,2412.4
"Hooker, NE",31091,721.12
"Howard, NE",31093,569.34
"Jefferson, NE",31095,570.19
"Johnson, NE",31097,376.05
"Kearney, NE",31099,516.24
"Keith, NE",31101,1061.6
"Keya Paha, NE",31103,773.07
"Kimball, NE",31105,951.85
"Knox, NE",31107,1108.35
"Lancaster, NE",31109,837.55
"Lincoln, NE",31111,2564.07
"Logan, NE",31113,570.66
"Loup, NE",31115,568.29
"McPherson, NE",31117,858.98
"Madison, NE",31119,572.74
"Merrick, NE",31121,484.88
"Morrill, NE",31123,1423.84
"Nance, NE",31125,441.63
"Nemaha, NE",31127,407.38
"Nuckolls, NE",31129,575.16
"Otoe, NE",31131,615.63
"Pawnee, NE",31133,431.08
"Perkins, NE",31135,883.34
"Phelps, NE",31137,539.79
"Pierce, NE",31139,573.25
"Platte, NE",31141,674.06
"Polk, NE",31143,438.35
"Red Willow, NE",31145,716.99
"Richardson, NE",31147,551.84
"Rock, NE",31149,1008.32
"Saline, NE",31151,574.02
"Sarpy, NE",31153,238.99
"Saunders, NE",31155,750.23
"Scotts Bluff, NE",31157,739.4
"Seward, NE",31159,571.43
"Sheridan, NE",31161,2440.86
"Sherman, NE",31163,565.83
"Sioux, NE",31165,2066.74
"Stanton, NE",31167,427.95
"Thayer, NE",31169,573.81
"Thomas, NE",31171,713.24
"Thurston, NE",31173,393.58
"Valley, NE",31175,568.05
"Washington, NE",31177,389.96
"Wayne, NE",31179,442.92
"Webster, NE",31181,574.91
"Wheeler, NE",31183,575.18
"York, NE",31185,572.51
NEVADA,32000,109781.18
"Churchill, NV",32001,4930.46
"Clark, NV",32003,7891.43
"Douglas, NV",32005,709.72
"Elko, NV",32007,17169.83
"Esmeralda, NV",32009,3581.88
"Eureka, NV",32011,4175.68
"Humboldt, NV",32013,9640.76
"Lander, NV",32015,5490.11
"Lincoln, NV",32017,10633.2
"Lyon, NV",32019,2001.19
"Mineral, NV",32021,3752.84
"Nye, NV",32023,18181.92
"Pershing, NV",32027,6036.56
"Storey, NV",32029,262.92
"Washoe, NV",32031,6302.37
"White Pine, NV",32033,8875.65
"Carson City city, NV",32510,144.66
NEW HAMPSHIRE,33000,8952.65
"Belknap, NH",33001,400.23
"Carroll, NH",33003,931.06
"Cheshire, NH",33005,706.66
"Coos, NH",33007,1794.69
"Grafton, NH",33009,1708.75
"Hillsborough, NH",33011,876.14
"Merrimack, NH",33013,934.12
"Rockingham, NH",33015,694.72
"Strafford, NH",33017,368.98
"Sullivan, NH",33019,537.31
NEW JERSEY,34000,7354.22
"Atlantic, NJ",34001,555.7
"Bergen, NJ",34003,233.01
"Burlington, NJ",34005,798.58
"Camden, NJ",34007,221.26
"Cape May, NJ",34009,251.43
"Cumberland, NJ",34011,483.7
"Essex, NJ",34013,126.21
"Gloucester, NJ",34015,322.01
"Hudson, NJ",34017,46.19
"Hunterdon, NJ",34019,427.82
"Mercer, NJ",34021,224.56
"Middlesex, NJ",34023,308.91
"Monmouth, NJ",34025,468.79
"Morris, NJ",34027,460.18
"Ocean, NJ",34029,628.78
"Passaic, NJ",34031,184.59
"Salem, NJ",34033,331.9
"Somerset, NJ",34035,301.81
"Sussex, NJ",34037,519.01
"Union, NJ",34039,102.86
"Warren, NJ",34041,356.92
NEW MEXICO,35000,121298.15
"Bernalillo, NM",35001,1160.83
"Catron, NM",35003,6923.69
"Chaves, NM",35005,6065.28
"Cibola, NM",35006,4539.48
"Colfax, NM",35007,3758.06
"Curry, NM",35009,1404.8
"De Baca, NM",35011,2322.62
"Dona Ana, NM",35013,3807.51
"Eddy, NM",35015,4175.73
"Grant, NM",35017,3961.63
"Guadalupe, NM",35019,3030.48
"Harding, NM",35021,2125.44
"Hidalgo, NM",35023,3436.86
"Lea, NM",35025,4390.93
"Lincoln, NM",35027,4831.09
"Los Alamos, NM",35028,109.17
"Luna, NM",35029,2965.19
"McKinley, NM",35031,5449.81
"Mora, NM",35033,1931.27
"Otero, NM",35035,6613.21
"Quay, NM",35037,2874.35
"Rio Arriba, NM",35039,5860.84
"Roosevelt, NM",35041,2447.43
"Sandoval, NM",35043,3710.65
"San Juan, NM",35045,5513.07
"San Miguel, NM",35047,4715.82
"Santa Fe, NM",35049,1909.41
"Sierra, NM",35051,4178.96
"Socorro, NM",35053,6646.68
"Taos, NM",35055,2203.11
"Torrance, NM",35057,3344.85
"Union, NM",35059,3823.74
"Valencia, NM",35061,1066.18
NEW YORK,36000,47126.4
"Albany, NY",36001,522.8
"Allegany, NY",36003,1029.31
"Bronx, NY",36005,42.1
"Broome, NY",36007,705.77
"Cattaraugus, NY",36009,1308.35
"Cayuga, NY",36011,691.58
"Chautauqua, NY",36013,1060.23
"Chemung, NY",36015,407.35
"Chenango, NY",36017,893.55
"Clinton, NY",36019,1037.85
"Columbia, NY",36021,634.71
"Cortland, NY",36023,498.76
"Delaware, NY",36025,1442.44
"Dutchess, NY",36027,795.63
"Erie, NY",36029,1042.69
"Essex, NY",36031,1794.23
"Franklin, NY",36033,1629.12
"Fulton, NY",36035,495.47
"Genesee, NY",36037,492.94
"Greene, NY",36039,647.16
"Hamilton, NY",36041,1717.37
"Herkimer, NY",36043,1411.47
"Jefferson, NY",36045,1268.59
"Kings, NY",36047,70.82
"Lewis, NY",36049,1274.68
"Livingston, NY",36051,631.76
"Madison, NY",36053,654.84
"Monroe, NY",36055,657.21
"Montgomery, NY",36057,403.04
"Nassau, NY",36059,284.72
"New York, NY",36061,22.83
"Niagara, NY",36063,522.36
"Oneida, NY",36065,1212.43
"Onondaga, NY",36067,778.39
"Ontario, NY",36069,644.07
"Orange, NY",36071,811.69
"Orleans, NY",36073,391.26
"Oswego, NY",36075,951.65
"Otsego, NY",36077,1001.7
"Putnam, NY",36079,230.31
"Queens, NY",36081,108.53
"Rensselaer, NY",36083,652.43
"Richmond, NY",36085,58.37
"Rockland, NY",36087,173.55
"St. Lawrence, NY",36089,2680.38
"Saratoga, NY",36091,809.98
"Schenectady, NY",36093,204.52
"Schoharie, NY",36095,621.82
"Schuyler, NY",36097,328.33
"Seneca, NY",36099,323.71
"Steuben, NY",36101,1390.56
"Suffolk, NY",36103,912.05
"Sullivan, NY",36105,968.13
"Tioga, NY",36107,518.6
"Tompkins, NY",36109,474.65
"Ulster, NY",36111,1124.24
"Warren, NY",36113,866.95
"Washington, NY",36115,831.18
"Wayne, NY",36117,603.83
"Westchester, NY",36119,430.5
"Wyoming, NY",36121,592.75
"Yates, NY",36123,338.14
NORTH CAROLINA,37000,48617.91
"Alamance, NC",37001,423.94
"Alexander, NC",37003,259.99
"Alleghany, NC",37005,235.06
"Anson, NC",37007,531.45
"Ashe, NC",37009,426.14
"Avery, NC",37011,247.09
"Beaufort, NC",37013,827.19
"Bertie, NC",37015,699.27
"Bladen, NC",37017,874.33
"Brunswick, NC",37019,846.97
"Buncombe, NC",37021,656.67
"Burke, NC",37023,507.1
"Cabarrus, NC",37025,361.75
"Caldwell, NC",37027,471.57
"Camden, NC",37029,240.56
"Carteret, NC",37031,506.25
"Caswell, NC",37033,424.92
"Catawba, NC",37035,398.72
"Chatham, NC",37037,682.19
"Cherokee, NC",37039,455.43
"Chowan, NC",37041,172.47
"Clay, NC",37043,214.75
"Cleveland, NC",37045,464.25
"Columbus, NC",37047,937.29
"Craven, NC",37049,708.96
"Cumberland, NC",37051,652.32
"Currituck, NC",37053,261.85
"Dare, NC",37055,383.42
"Davidson, NC",37057,552.68
"Davie, NC",37059,264.11
"Duplin, NC",37061,816.22
"Durham, NC",37063,285.98
"Edgecombe, NC",37065,505.34
"Forsyth, NC",37067,408.15
"Franklin, NC",37069,491.68
"Gaston, NC",37071,356.03
"Gates, NC",37073,340.45
"Graham, NC",37075,292.08
"Granville, NC",37077,531.57
"Greene, NC",37079,265.93
"Guilford, NC",37081,645.7
"Halifax, NC",37083,724.09
"Harnett, NC",37085,594.99
"Haywood, NC",37087,553.69
"Henderson, NC",37089,373.07
"Hertford, NC",37091,353.06
"Hoke, NC",37093,390.74
"Hyde, NC",37095,612.7
"Iredell, NC",37097,573.83
"Jackson, NC",37099,490.76
"Johnston, NC",37101,791.3
"Jones, NC",37103,470.71
"Lee, NC",37105,254.96
"Lenoir, NC",37107,400.59
"Lincoln, NC",37109,297.94
"McDowell, NC",37111,440.61
"Macon, NC",37113,515.56
"Madison, NC",37115,449.57
"Martin, NC",37117,461.22
"Mecklenburg, NC",37119,523.84
"Mitchell, NC",37121,221.43
"Montgomery, NC",37123,491.76
"Moore, NC",37125,697.84
"Nash, NC",37127,540.41
"New Hanover, NC",37129,191.53
"Northampton, NC",37131,536.59
"Onslow, NC",37133,762.74
"Orange, NC",37135,397.96
"Pamlico, NC",37137,336.54
"Pasquotank, NC",37139,226.88
"Pender, NC",37141,869.8
"Perquimans, NC",37143,247.09
"Person, NC",37145,392.32
"Pitt, NC",37147,651.98
"Polk, NC",37149,237.79
"Randolph, NC",37151,782.52
"Richmond, NC",37153,473.82
"Robeson, NC",37155,949.22
"Rockingham, NC",37157,565.55
"Rowan, NC",37159,511.37
"Rutherford, NC",37161,564.15
"Sampson, NC",37163,944.74
"Scotland, NC",37165,318.85
"Stanly, NC",37167,395.09
"Stokes, NC",37169,448.86
"Surry, NC",37171,532.17
"Swain, NC",37173,528
"Transylvania, NC",37175,378.53
"Tyrrell, NC",37177,389.04
"Union, NC",37179,631.52
"Vance, NC",37181,253.52
"Wake, NC",37183,835.22
"Warren, NC",37185,428.46
"Washington, NC",37187,348.14
"Watauga, NC",37189,312.56
"Wayne, NC",37191,553.09
"Wilkes, NC",37193,754.28
"Wilson, NC",37195,368.17
"Yadkin, NC",37197,334.83
"Yancey, NC",37199,312.6
NORTH DAKOTA,38000,69000.8
"Adams, ND",38001,987.62
"Barnes, ND",38003,1491.55
"Benson, ND",38005,1388.71
"Billings, ND",38007,1148.85
"Bottineau, ND",38009,1668.42
"Bowman, ND",38011,1161.81
"Burke, ND",38013,1103.57
"Burleigh, ND",38015,1632.65
"Cass, ND",38017,1764.94
"Cavalier, ND",38019,1488.75
"Dickey, ND",38021,1131.47
"Divide, ND",38023,1260.79
"Dunn, ND",38025,2008.46
"Eddy, ND",38027,630.17
"Emmons, ND",38029,1510.44
"Foster, ND",38031,635.45
"Golden Valley, ND",38033,1000.79
"Grand Forks, ND",38035,1436.38
"Grant, ND",38037,1659.14
"Griggs, ND",38039,708.82
"Hettinger, ND",38041,1132.22
"Kidder, ND",38043,1351.19
"LaMoure, ND",38045,1145.94
"Logan, ND",38047,992.82
"McHenry, ND",38049,1873.95
"McIntosh, ND",38051,974.73
"McKenzie, ND",38053,2760.32
"McLean, ND",38055,2110.88
"Mercer, ND",38057,1042.96
"Morton, ND",38059,1926.27
"Mountrail, ND",38061,1825.3
"Nelson, ND",38063,981.78
"Oliver, ND",38065,722.51
"Pembina, ND",38067,1118.69
"Pierce, ND",38069,1018.6
"Ramsey, ND",38071,1186.85
"Ransom, ND",38073,862.36
"Renville, ND",38075,877.05
"Richland, ND",38077,1435.78
"Rolette, ND",38079,903.08
"Sargent, ND",38081,858.51
"Sheridan, ND",38083,972.38
"Sioux, ND",38085,1094.09
"Slope, ND",38087,1214.92
"Stark, ND",38089,1334.74
"Steele, ND",38091,712.22
"Stutsman, ND",38093,2221.72
"Towner, ND",38095,1024.56
"Traill, ND",38097,861.95
"Walsh, ND",38099,1281.93
"Ward, ND",38101,2013.28
"Wells, ND",38103,1271.05
"Williams, ND",38105,2077.4
OHIO,39000,40860.69
"Adams, OH",39001,583.87
"Allen, OH",39003,402.5
"Ashland, OH",39005,422.95
"Ashtabula, OH",39007,701.93
"Athens, OH",39009,503.6
"Auglaize, OH",39011,401.39
"Belmont, OH",39013,532.13
"Brown, OH",39015,490.02
"Butler, OH",39017,467.06
"Carroll, OH",39019,394.61
"Champaign, OH",39021,428.67
"Clark, OH",39023,397.47
"Clermont, OH",39025,452.1
"Clinton, OH",39027,408.68
"Columbiana, OH",39029,531.89
"Coshocton, OH",39031,563.91
"Crawford, OH",39033,401.79
"Cuyahoga, OH",39035,457.19
"Darke, OH",39037,598.1
"Defiance, OH",39039,411.46
"Delaware, OH",39041,443.1
"Erie, OH",39043,251.56
"Fairfield, OH",39045,504.41
"Fayette, OH",39047,406.36
"Franklin, OH",39049,532.19
"Fulton, OH",39051,405.44
"Gallia, OH",39053,466.53
"Geauga, OH",39055,400.16
"Greene, OH",39057,413.73
"Guernsey, OH",39059,522.25
"Hamilton, OH",39061,405.91
"Hancock, OH",39063,531.36
"Hardin, OH",39065,470.41
"Harrison, OH",39067,402.34
"Henry, OH",39069,416.01
"Highland, OH",39071,553.08
"Hocking, OH",39073,421.32
"Holmes, OH",39075,422.53
"Huron, OH",39077,491.5
"Jackson, OH",39079,420.3
"Jefferson, OH",39081,408.33
"Knox, OH",39083,525.49
"Lake, OH",39085,227.49
"Lawrence, OH",39087,453.37
"Licking, OH",39089,682.5
"Logan, OH",39091,458.43
"Lorain, OH",39093,491.1
"Lucas, OH",39095,340.86
"Madison, OH",39097,465.88
"Mahoning, OH",39099,411.62
"Marion, OH",39101,403.76
"Medina, OH",39103,421.36
"Meigs, OH",39105,430.1
"Mercer, OH",39107,462.45
"Miami, OH",39109,406.58
"Monroe, OH",39111,455.72
"Montgomery, OH",39113,461.55
"Morgan, OH",39115,416.42
"Morrow, OH",39117,406.08
"Muskingum, OH",39119,664.58
"Noble, OH",39121,398.01
"Ottawa, OH",39123,254.92
"Paulding, OH",39125,416.44
"Perry, OH",39127,407.97
"Pickaway, OH",39129,501.32
"Pike, OH",39131,440.28
"Portage, OH",39133,487.38
"Preble, OH",39135,424.12
"Putnam, OH",39137,482.52
"Richland, OH",39139,495.27
"Ross, OH",39141,689.19
"Sandusky, OH",39143,408.45
"Scioto, OH",39145,610.21
"Seneca, OH",39147,551.02
"Shelby, OH",39149,407.68
"Stark, OH",39151,575.27
"Summit, OH",39153,412.75
"Trumbull, OH",39155,618.3
"Tuscarawas, OH",39157,567.64
"Union, OH",39159,431.73
"Van Wert, OH",39161,409.16
"Vinton, OH",39163,412.36
"Warren, OH",39165,401.31
"Washington, OH",39167,631.97
"Wayne, OH",39169,554.93
"Williams, OH",39171,420.97
"Wood, OH",39173,617.21
"Wyandot, OH",39175,406.87
OKLAHOMA,40000,68594.92
"Adair, OK",40001,573.48
"Alfalfa, OK",40003,866.46
"Atoka, OK",40005,975.52
"Beaver, OK",40007,1814.67
"Beckham, OK",40009,901.81
"Blaine, OK",40011,928.42
"Bryan, OK",40013,904.47
"Caddo, OK",40015,1278.29
"Canadian, OK",40017,896.63
"Carter, OK",40019,822.18
"Cherokee, OK",40021,749.41
"Choctaw, OK",40023,770.36
"Cimarron, OK",40025,1834.74
"Cleveland, OK",40027,538.77
"Coal, OK",40029,516.68
"Comanche, OK",40031,1069.29
"Cotton, OK",40033,632.65
"Craig, OK",40035,761.35
"Creek, OK",40037,950.14
"Custer, OK",40039,988.82
"Delaware, OK",40041,738.18
"Dewey, OK",40043,999.48
"Ellis, OK",40045,1231.52
"Garfield, OK",40047,1058.47
"Garvin, OK",40049,802.12
"Grady, OK",40051,1100.5
"Grant, OK",40053,1000.87
"Greer, OK",40055,639.32
"Harmon, OK",40057,537.19
"Harper, OK",40059,1039.02
"Haskell, OK",40061,576.52
"Hughes, OK",40063,804.65
"Jackson, OK",40065,802.65
"Jefferson, OK",40067,758.83
"Johnston, OK",40069,642.94
"Kay, OK",40071,919.73
"Kingfisher, OK",40073,898.16
"Kiowa, OK",40075,1015.23
"Latimer, OK",40077,722.08
"Le Flore, OK",40079,1589.21
"Lincoln, OK",40081,952.31
"Logan, OK",40083,743.83
"Love, OK",40085,514
"McClain, OK",40087,570.7
"McCurtain, OK",40089,1850.01
"McIntosh, OK",40091,618.5
"Major, OK",40093,954.99
"Marshall, OK",40095,371.08
"Mayes, OK",40097,655.39
"Murray, OK",40099,416.46
"Muskogee, OK",40101,810.45
"Noble, OK",40103,731.9
"Nowata, OK",40105,565.78
"Okfuskee, OK",40107,618.57
"Oklahoma, OK",40109,708.82
"Okmulgee, OK",40111,697.35
"Osage, OK",40113,2246.36
"Ottawa, OK",40115,470.82
"Pawnee, OK",40117,567.96
"Payne, OK",40119,684.7
"Pittsburg, OK",40121,1305.46
"Pontotoc, OK",40123,720.44
"Pottawatomie, OK",40125,787.67
"Pushmataha, OK",40127,1395.84
"Roger Mills, OK",40129,1141.14
"Rogers, OK",40131,675.63
"Seminole, OK",40133,632.84
"Sequoyah, OK",40135,673.27
"Stephens, OK",40137,870.24
"Texas, OK",40139,2041.26
"Tillman, OK",40141,871.13
"Tulsa, OK",40143,570.25
"Wagoner, OK",40145,561.56
"Washington, OK",40147,415.45
"Washita, OK",40149,1003.17
"Woods, OK",40151,1286.45
"Woodward, OK",40153,1242.4
OREGON,41000,95988.01
"Baker, OR",41001,3068.36
"Benton, OR",41003,675.94
"Clackamas, OR",41005,1870.32
"Clatsop, OR",41007,829.05
"Columbia, OR",41009,657.36
"Coos, OR",41011,1596.17
"Crook, OR",41013,2979.09
"Curry, OR",41015,1627.46
"Deschutes, OR",41017,3018.19
"Douglas, OR",41019,5036.08
"Gilliam, OR",41021,1204.81
"Grant, OR",41023,4528.54
"Harney, OR",41025,10133.17
"Hood River, OR",41027,521.95
"Jackson, OR",41029,2783.55
"Jefferson, OR",41031,1780.79
"Josephine, OR",41033,1639.67
"Klamath, OR",41035,5941.05
"Lake, OR",41037,8138.98
"Lane, OR",41039,4553.12
"Lincoln, OR",41041,979.77
"Linn, OR",41043,2290.13
"Malheur, OR",41045,9887.53
"Marion, OR",41047,1182.33
"Morrow, OR",41049,2031.61
"Multnomah, OR",41051,431.3
"Polk, OR",41053,740.79
"Sherman, OR",41055,823.69
"Tillamook, OR",41057,1102.58
"Umatilla, OR",41059,3215.51
"Union, OR",41061,2036.61
"Wallowa, OR",41063,3146.19
"Wasco, OR",41065,2381.52
"Washington, OR",41067,724.23
"Wheeler, OR",41069,1714.75
"Yamhill, OR",41071,715.86
PENNSYLVANIA,42000,44742.7
"Adams, PA",42001,518.67
"Allegheny, PA",42003,730.08
"Armstrong, PA",42005,653.2
"Beaver, PA",42007,434.71
"Bedford, PA",42009,1012.3
"Berks, PA",42011,856.51
"Blair, PA",42013,525.8
"Bradford, PA",42015,1147.4
"Bucks, PA",42017,604.31
"Butler, PA",42019,788.6
"Cambria, PA",42021,688.35
"Cameron, PA",42023,396.23
"Carbon, PA",42025,381.46
"Centre, PA",42027,1109.92
"Chester, PA",42029,750.51
"Clarion, PA",42031,600.83
"Clearfield, PA",42033,1144.72
"Clinton, PA",42035,887.98
"Columbia, PA",42037,483.11
"Crawford, PA",42039,1012.3
"Cumberland, PA",42041,545.46
"Dauphin, PA",42043,525.05
"Delaware, PA",42045,183.84
"Elk, PA",42047,827.36
"Erie, PA",42049,799.15
"Fayette, PA",42051,790.34
"Forest, PA",42053,427.19
"Franklin, PA",42055,772.22
"Fulton, PA",42057,437.55
"Greene, PA",42059,575.95
"Huntingdon, PA",42061,874.64
"Indiana, PA",42063,827.03
"Jefferson, PA",42065,652.43
"Juniata, PA",42067,391.35
"Lackawanna, PA",42069,459.08
"Lancaster, PA",42071,943.81
"Lawrence, PA",42073,358.18
"Lebanon, PA",42075,361.83
"Lehigh, PA",42077,345.17
"Luzerne, PA",42079,890.33
"Lycoming, PA",42081,1228.59
"McKean, PA",42083,979.2
"Mercer, PA",42085,672.58
"Mifflin, PA",42087,411.03
"Monroe, PA",42089,608.29
"Montgomery, PA",42091,483.04
"Montour, PA",42093,130.24
"Northampton, PA",42095,369.67
"Northumberland, PA",42097,458.37
"Perry, PA",42099,551.45
"Philadelphia, PA",42101,134.1
"Pike, PA",42103,544.96
"Potter, PA",42105,1081.32
"Schuylkill, PA",42107,778.63
"Snyder, PA",42109,328.71
"Somerset, PA",42111,1074.37
"Sullivan, PA",42113,449.94
"Susquehanna, PA",42115,823.44
"Tioga, PA",42117,1133.79
"Union, PA",42119,315.98
"Venango, PA",42121,674.28
"Warren, PA",42123,884.14
"Washington, PA",42125,856.99
"Wayne, PA",42127,725.6
"Westmoreland, PA",42129,1027.55
"Wyoming, PA",42131,397.32
"York, PA",42133,904.18
RHODE ISLAND,44000,1033.81
"Bristol, RI",44001,24.16
"Kent, RI",44003,168.53
"Newport, RI",44005,102.39
"Providence, RI",44007,409.5
"Washington, RI",44009,329.24
SOUTH CAROLINA,45000,30060.7
"Abbeville, SC",45001,490.48
"Aiken, SC",45003,1071.03
"Allendale, SC",45005,408.09
"Anderson, SC",45007,715.43
"Bamberg, SC",45009,393.37
"Barnwell, SC",45011,548.39
"Beaufort, SC",45013,576.28
"Berkeley, SC",45015,1098.86
"Calhoun, SC",45017,381.15
"Charleston, SC",45019,916.09
"Cherokee, SC",45021,392.66
"Chester, SC",45023,580.66
"Chesterfield, SC",45025,799.08
"Clarendon, SC",45027,606.94
"Colleton, SC",45029,1056.49
"Darlington, SC",45031,561.15
"Dillon, SC",45033,404.87
"Dorchester, SC",45035,573.23
"Edgefield, SC",45037,500.41
"Fairfield, SC",45039,686.28
"Florence, SC",45041,799.96
"Georgetown, SC",45043,813.55
"Greenville, SC",45045,785.12
"Greenwood, SC",45047,454.73
"Hampton, SC",45049,559.9
"Horry, SC",45051,1133.9
"Jasper, SC",45053,655.32
"Kershaw, SC",45055,726.56
"Lancaster, SC",45057,549.16
"Laurens, SC",45059,713.8
"Lee, SC",45061,410.18
"Lexington, SC",45063,698.91
"McCormick, SC",45065,359.13
"Marion, SC",45067,489.23
"Marlboro, SC",45069,479.67
"Newberry, SC",45071,630.04
"Oconee, SC",45073,626.33
"Orangeburg, SC",45075,1106.1
"Pickens, SC",45077,496.41
"Richland, SC",45079,757.07
"Saluda, SC",45081,452.78
"Spartanburg, SC",45083,807.93
"Sumter, SC",45085,665.07
"Union, SC",45087,514.17
"Williamsburg, SC",45089,934.16
"York, SC",45091,680.6
SOUTH DAKOTA,46000,75811
"Aurora, SD",46003,708.43
"Beadle, SD",46005,1258.71
"Bennett, SD",46007,1184.71
"Bon Homme, SD",46009,563.7
"Brookings, SD",46011,792.21
"Brown, SD",46013,1712.98
"Brule, SD",46015,817.24
"Buffalo, SD",46017,471.38
"Butte, SD",46019,2249.9
"Campbell, SD",46021,733.68
"Charles Mix, SD",46023,1097.49
"Clark, SD",46025,957.6
"Clay, SD",46027,412.19
"Codington, SD",46029,688.5
"Corson, SD",46031,2469.69
"Custer, SD",46033,1557
"Davison, SD",46035,435.56
"Day, SD",46037,1027.87
"Deuel, SD",46039,622.69
"Dewey, SD",46041,2302.49
"Douglas, SD",46043,431.8
"Edmunds, SD",46045,1125.96
"Fall River, SD",46047,1739.92
"Faulk, SD",46049,981.75
"Grant, SD",46051,681.46
"Gregory, SD",46053,1014.96
"Haakon, SD",46055,1810.53
"Hamlin, SD",46057,507.23
"Hand, SD",46059,1436.61
"Hanson, SD",46061,434.51
"Harding, SD",46063,2671.38
"Hughes, SD",46065,741.56
"Hutchinson, SD",46067,812.9
"Hyde, SD",46069,860.52
"Jackson, SD",46071,1863.91
"Jerauld, SD",46073,526.23
"Jones, SD",46075,969.68
"Kingsbury, SD",46077,832.24
"Lake, SD",46079,563.28
"Lawrence, SD",46081,800.04
"Lincoln, SD",46083,577.28
"Lyman, SD",46085,1641.94
"McCook, SD",46087,574.2
"McPherson, SD",46089,1136.64
"Marshall, SD",46091,838.07
"Meade, SD",46093,3470.98
"Mellette, SD",46095,1307.31
"Miner, SD",46097,570.31
"Minnehaha, SD",46099,807.15
"Moody, SD",46101,519.39
"Pennington, SD",46103,2776.55
"Perkins, SD",46105,2870.48
"Potter, SD",46107,861.14
"Roberts, SD",46109,1101.04
"Sanborn, SD",46111,569.32
"Shannon, SD",46113,2093.9
"Spink, SD",46115,1503.93
"Stanley, SD",46117,1444.43
"Sully, SD",46119,1006.82
"Todd, SD",46121,1388.56
"Tripp, SD",46123,1612.45
"Turner, SD",46125,617.06
"Union, SD",46127,460.54
"Walworth, SD",46129,708.63
"Yankton, SD",46135,521.16
"Ziebach, SD",46137,1961.27
TENNESSEE,47000,41234.9
"Anderson, TN",47001,337.16
"Bedford, TN",47003,473.64
"Benton, TN",47005,394.14
"Bledsoe, TN",47007,406.43
"Blount, TN",47009,558.71
"Bradley, TN",47011,328.76
"Campbell, TN",47013,480.19
"Cannon, TN",47015,265.64
"Carroll, TN",47017,599.25
"Carter, TN",47019,341.2
"Cheatham, TN",47021,302.44
"Chester, TN",47023,285.74
"Claiborne, TN",47025,434.58
"Clay, TN",47027,236.54
"Cocke, TN",47029,434.57
"Coffee, TN",47031,428.96
"Crockett, TN",47033,265.54
"Cumberland, TN",47035,681.03
"Davidson, TN",47037,504.03
"Decatur, TN",47039,333.85
"DeKalb, TN",47041,304.35
"Dickson, TN",47043,489.9
"Dyer, TN",47045,512.33
"Fayette, TN",47047,704.79
"Fentress, TN",47049,498.61
"Franklin, TN",47051,554.54
"Gibson, TN",47053,602.74
"Giles, TN",47055,610.93
"Grainger, TN",47057,280.6
"Greene, TN",47059,622.17
"Grundy, TN",47061,360.53
"Hamblen, TN",47063,161.18
"Hamilton, TN",47065,542.43
"Hancock, TN",47067,222.34
"Hardeman, TN",47069,667.77
"Hardin, TN",47071,577.32
"Hawkins, TN",47073,486.98
"Haywood, TN",47075,533.11
"Henderson, TN",47077,520.07
"Henry, TN",47079,562.1
"Hickman, TN",47081,612.5
"Houston, TN",47083,200.29
"Humphreys, TN",47085,530.98
"Jackson, TN",47087,308.32
"Jefferson, TN",47089,274.08
"Johnson, TN",47091,298.48
"Knox, TN",47093,508.22
"Lake, TN",47095,165.78
"Lauderdale, TN",47097,471.99
"Lawrence, TN",47099,617.13
"Lewis, TN",47101,282.09
"Lincoln, TN",47103,570.34
"Loudon, TN",47105,229.22
"McMinn, TN",47107,430.13
"McNairy, TN",47109,562.86
"Macon, TN",47111,307.14
"Madison, TN",47113,557.12
"Marion, TN",47115,498.16
"Marshall, TN",47117,375.46
"Maury, TN",47119,613.14
"Meigs, TN",47121,195.12
"Monroe, TN",47123,635.57
"Montgomery, TN",47125,539.18
"Moore, TN",47127,129.22
"Morgan, TN",47129,522.18
"Obion, TN",47131,544.73
"Overton, TN",47133,433.48
"Perry, TN",47135,414.73
"Pickett, TN",47137,162.98
"Polk, TN",47139,434.68
"Putnam, TN",47141,401.1
"Rhea, TN",47143,315.38
"Roane, TN",47145,360.71
"Robertson, TN",47147,476.29
"Rutherford, TN",47149,619.36
"Scott, TN",47151,532.3
"Sequatchie, TN",47153,265.86
"Sevier, TN",47155,592.5
"Shelby, TN",47157,763.17
"Smith, TN",47159,314.29
"Stewart, TN",47161,459.33
"Sullivan, TN",47163,413.36
"Sumner, TN",47165,529.45
"Tipton, TN",47167,458.37
"Trousdale, TN",47169,114.19
"Unicoi, TN",47171,186.17
"Union, TN",47173,223.55
"Van Buren, TN",47175,273.42
"Warren, TN",47177,432.68
"Washington, TN",47179,326.47
"Wayne, TN",47181,734.1
"Weakley, TN",47183,580.36
"White, TN",47185,376.67
